product_key,product_code,product_name,category_key,brand_key,unit,color,size,storage,weight_gram,cost_price,selling_price,tax_percent,status,is_active
555,PRD000555,Midea Microwave Oven,4,18,pcs,,,,6599,4964700,6188200,11,Active,True
556,PRD000556,Coca-Cola Coca-Cola 330ml,8,29,pack,,,,1106,33000,38600,11,Active,True
557,PRD000557,Electrolux Vacuum Cleaner,4,17,pcs,,,,9250,5717100,6912900,11,Active,True
558,PRD000558,Nike Mercurial Pink,14,47,pcs,Pink,XS,,1522,555600,752000,11,Active,True
559,PRD000559,Uniqlo Ultra Light Down Purple,12,44,pcs,Purple,XXL,,101,426200,646300,11,Active,True
560,PRD000560,Puma RS-X Red,14,49,pcs,Red,XL,,2873,1952800,2389600,11,Active,True
561,PRD000561,Wardah Lightening Serum,10,35,pcs,,,,336,177900,282200,11,Discontinued,False
562,PRD000562,Uniqlo Oxford Shirt Gold,12,44,pcs,Gold,M,,157,1068000,1442400,11,Active,True
563,PRD000563,Informa Office Desk Green,5,21,pcs,Green,Small,,21386,2924900,3774100,11,Active,True
564,PRD000564,Deli Calculator,24,75,pcs,,,,2226,147700,207500,11,Active,True
565,PRD000565,Royal Canin Mini Adult,19,61,pack,,,,3179,490800,661700,11,Active,True
566,PRD000566,Carter's Baby Pajamas Silver,13,45,pcs,Silver,S,,398,851300,1166100,11,Active,True
567,PRD000567,Casio CT-X700,22,70,pcs,,,,14885,8471200,10382000,11,Active,True
568,PRD000568,Pepsi 7UP,8,30,pack,,,,936,10300,12400,11,Active,True
569,PRD000569,Pampers Premium Care,20,62,pack,,,,2887,545600,683400,11,Active,True
570,PRD000570,Kalbe Fatigon,9,34,box,,,,382,160900,218600,11,Active,True
571,PRD000571,Consina Sleeping Bag Pink,15,51,pcs,Pink,20L,,4886,3183400,4610400,11,Active,True
572,PRD000572,Eiger Adventure Jacket Green,15,50,pcs,Green,30L,,2644,3108000,4272100,11,Active,True
573,PRD000573,Kalbe Hydro Coco,9,34,box,,,,111,281700,371000,11,Active,True
574,PRD000574,TCL Washing Machine,4,19,pcs,,,,8420,1899700,2268300,11,Active,True
575,PRD000575,H&M Regular Jeans Purple,12,43,pcs,Purple,XL,,286,1702300,2313200,11,Active,True
576,PRD000576,Sony Alpha A7 IV Silver,1,3,pcs,Silver,,,2561,4169400,5012600,11,Active,True
577,PRD000577,Adidas Ultraboost Silver,14,48,pcs,Silver,XL,,687,2061900,2863300,11,Active,True
578,PRD000578,Kalbe Hydro Coco,9,34,box,,,,226,166800,214400,11,Active,True
579,PRD000579,Uniqlo Chino Pants Red,12,44,pcs,Red,L,,121,779300,1242000,11,Active,True
580,PRD000580,Roland TD-07,22,69,pcs,,,,9330,6011300,7644000,11,Discontinued,False
581,PRD000581,LocknLock Glass Container,6,24,pcs,,,,4975,747800,936500,11,Active,True
582,PRD000582,Deli Stapler,24,75,pcs,,,,1581,36500,48100,11,Active,True
583,PRD000583,Bantex Document Tray,24,74,pcs,,,,1613,24700,31800,11,Active,True
584,PRD000584,Whiskas Adult Tuna,19,60,pack,,,,3916,532200,675400,11,Active,True
585,PRD000585,Casio PX-S1100,22,70,pcs,,,,3908,2142200,2506800,11,Active,True
586,PRD000586,Samsung Galaxy A56 Green,1,1,pcs,Green,,,1376,5022700,5945900,11,Active,True
587,PRD000587,Puma Suede Classic Black,14,49,pcs,Black,XL,,969,1810600,2291900,11,Active,True
588,PRD000588,Maspion Pressure Cooker,6,25,pcs,,,,1331,487400,616900,11,Active,True
589,PRD000589,Mothercare Baby Onesie Black,13,46,pcs,Black,S,,138,94100,135500,11,Active,True
590,PRD000590,Royal Canin Mini Adult,19,61,kg,,,,2192,230100,283300,11,Active,True
591,PRD000591,Mattel Barbie,25,77,pcs,,,,3868,857600,1310100,11,Active,True
592,PRD000592,Indofood Indomie Soto,7,26,pcs,,,,887,14700,17200,0,Active,True
593,PRD000593,OPPO A5 Pro Blue 128GB,3,14,pcs,Blue,,128GB,163,3187300,3481400,11,Active,True
594,PRD000594,The North Face Base Camp Duffel Pink,15,52,pcs,Pink,30L,,2399,1939100,2432200,11,Active,True
595,PRD000595,Coca-Cola Coca-Cola 330ml,8,29,box,,,,811,32000,38300,11,Active,True
596,PRD000596,Blackmores Multivitamin,9,32,box,,,,425,113200,147700,11,Active,True
597,PRD000597,LEGO Classic,25,76,pcs,,,,4240,233200,353000,11,Active,True
598,PRD000598,Joyko Ballpoint,17,56,box,,,,291,42800,56400,11,Active,True
599,PRD000599,Castrol EDGE,18,59,pcs,,,,2788,803500,990700,11,Discontinued,False
600,PRD000600,Erlangga Math Book,16,54,pcs,,,,1488,128000,163400,0,Active,True
601,PRD000601,Uniqlo Chino Pants Purple,11,41,pcs,Purple,XS,,247,1138200,1696200,11,Active,True
602,PRD000602,Carter's Baby Pajamas Gray,13,45,pcs,Gray,L,,354,868900,1188100,11,Active,True
603,PRD000603,LG UltraWide Monitor Silver,1,2,pcs,Silver,,,1638,7829200,9254800,11,Active,True
604,PRD000604,Kalbe Fatigon,9,34,bottle,,,,349,170600,229200,11,Active,True
605,PRD000605,Maspion Cooking Pot,6,25,set,,,,3296,527900,660900,11,Active,True
606,PRD000606,Emina Bright Stuff,10,37,pcs,,,,378,506000,708400,11,Active,True
607,PRD000607,Pepsi Mirinda,8,30,box,,,,1181,8700,10100,11,Active,True
608,PRD000608,The North Face Base Camp Duffel Gold,15,52,pcs,Gold,20L,,3695,572900,736700,11,Active,True
609,PRD000609,Anker Nano Charger Black,23,71,pcs,Black,,,278,1245800,1619700,11,Active,True
610,PRD000610,Adidas Predator White,11,40,pcs,White,M,,720,1037800,1451600,11,Active,True
611,PRD000611,Pepsi Mirinda,8,30,box,,,,881,11400,13200,11,Active,True
612,PRD000612,Deli Stapler,24,75,pcs,,,,1752,249100,350600,11,Active,True
613,PRD000613,Philips Blender HR,4,16,pcs,,,,7383,6211400,7257800,11,Active,True
614,PRD000614,Consina Sleeping Bag White,15,51,pcs,White,20L,,2327,2517400,3161100,11,Active,True
615,PRD000615,TCL Washing Machine,4,19,pcs,,,,9034,3501100,4300200,11,Active,True
616,PRD000616,Emina Sun Protection,10,37,pcs,,,,403,306500,412100,11,Active,True
617,PRD000617,Yamaha PSR-E373,22,68,pcs,,,,6349,6983700,8547400,11,Active,True
618,PRD000618,Xiaomi Xiaomi 15 Black 256GB,3,13,pcs,Black,,256GB,278,13391900,15397000,11,Active,True
619,PRD000619,Uniqlo Chino Pants Blue,11,41,pcs,Blue,XL,,355,391100,610700,11,Active,True
620,PRD000620,Baseus GaN Charger Pink,23,72,pcs,Pink,,,293,803200,1201000,11,Active,True
621,PRD000621,GarudaFood Pilus,7,28,box,,,,354,76800,90900,0,Active,True
622,PRD000622,Maspion Frying Pan,6,25,pcs,,,,445,332400,468400,11,Active,True
623,PRD000623,Cussons Baby Baby Powder,20,64,pack,,,,1702,656700,910100,11,Active,True
624,PRD000624,Eiger Carrier 45L Gray,15,50,pcs,Gray,50L,,5202,2551700,3598200,11,Active,True
625,PRD000625,Baseus USB-C Hub Silver,23,72,pcs,Silver,,,170,1283500,1987400,11,Active,True
626,PRD000626,Lenovo Legion Pro 5 Pink 64GB,2,8,pcs,Pink,,64GB,2462,14936100,17194100,11,Active,True
627,PRD000627,Indofood Supermi,7,26,kg,,,,803,39900,44100,0,Active,True
628,PRD000628,Consina Tracking Pole Black,15,51,pcs,Black,50L,,4381,3615700,4977800,11,Active,True
629,PRD000629,Zara Midi Dress Purple,12,42,pcs,Purple,L,,498,1312500,1967400,11,Active,True
630,PRD000630,Casio CT-X700,22,70,pcs,,,,9248,95700,124400,11,Active,True
631,PRD000631,Consina Sleeping Bag Pink,15,51,pcs,Pink,20L,,5901,1802400,2411100,11,Active,True
632,PRD000632,Mattel Barbie,25,77,box,,,,1304,39200,55100,11,Active,True
633,PRD000633,Adidas Stan Smith Gray,11,40,pcs,Gray,XXL,,577,548700,834200,11,Active,True
634,PRD000634,Puma Velocity Nitro Red,14,49,pcs,Red,L,,394,2525700,3237000,11,Active,True
635,PRD000635,Razer DeathAdder Purple 1TB,21,65,pcs,Purple,,1TB,1666,2171100,2673300,11,Active,True
636,PRD000636,LocknLock Food Keeper,6,24,set,,,,4760,427500,535000,11,Active,True
637,PRD000637,TCL Smart AC,4,19,pcs,,,,9443,4325100,5090600,11,Active,True
638,PRD000638,Mayora Beng Beng,7,27,box,,,,541,45700,51200,0,Active,True
639,PRD000639,Faber Castell 2B Pencil,17,55,pcs,,,,242,71200,97200,11,Active,True
640,PRD000640,Entrasol Gold,9,33,bottle,,,,350,196400,245900,11,Active,True
641,PRD000641,Deli Paper Cutter,24,75,pcs,,,,2754,224300,293100,11,Active,True
642,PRD000642,Cussons Baby Baby Oil,20,64,pcs,,,,1137,248600,324700,11,Active,True
643,PRD000643,Xiaomi Redmi Note 14 Green 512GB,3,13,pcs,Green,,512GB,161,16281100,17686200,11,Active,True
644,PRD000644,Whiskas Wet Food,19,60,pcs,,,,2327,145900,180100,11,Active,True
645,PRD000645,Indofood Pop Mie,7,26,pack,,,,946,3600,4200,0,Active,True
646,PRD000646,Tupperware Eco Bottle,6,23,set,,,,3304,313900,407300,11,Active,True
647,PRD000647,The North Face Base Camp Duffel White,15,52,pcs,White,30L,,5062,927200,1202800,11,Active,True
648,PRD000648,Eiger Daypack Gold,15,50,pcs,Gold,30L,,986,2635500,3499100,11,Active,True
649,PRD000649,Uniqlo Ultra Light Down Green,12,44,pcs,Green,XS,,293,1506700,2241000,11,Active,True
650,PRD000650,LocknLock Glass Container,6,24,pcs,,,,2043,421200,574800,11,Active,True
651,PRD000651,Mayora Roma Biscuit,7,27,kg,,,,354,43400,48600,0,Active,True
652,PRD000652,Bantex Document Tray,24,74,pcs,,,,2434,191400,275500,11,Active,True
653,PRD000653,Mayora Roma Biscuit,7,27,pack,,,,961,39100,45000,0,Active,True
654,PRD000654,Zara Leather Jacket Gray,12,42,pcs,Gray,XXL,,486,1465600,2081900,11,Active,True
655,PRD000655,Samsung Galaxy S25 Ultra White 64GB,3,12,pcs,White,,64GB,259,9551400,10549200,11,Active,True
656,PRD000656,Nestle Nescafe,8,31,bottle,,,,598,18400,22900,11,Discontinued,False
657,PRD000657,Carter's Baby Pajamas Silver,13,45,pcs,Silver,XXL,,221,358800,535500,11,Active,True
658,PRD000658,Kalbe Hydro Coco,9,34,box,,,,255,13300,17700,11,Active,True
659,PRD000659,Bosch Spark Plug,18,57,pcs,,,,7595,2778500,3611100,11,Active,True
660,PRD000660,Deli Paper Cutter,24,75,pcs,,,,685,95700,131300,11,Active,True
661,PRD000661,Adidas Duramo Red,14,48,pcs,Red,L,,2444,2254500,2797900,11,Active,True
662,PRD000662,Bosch Brake Pad,18,57,pcs,,,,2427,1728100,2259600,11,Active,True
663,PRD000663,Faber Castell Color Pencil,17,55,box,,,,103,49800,64400,11,Active,True
664,PRD000664,Casio CT-X700,22,70,pcs,,,,7407,4184900,5326500,11,Active,True
665,PRD000665,Acer Aspire 5 Silver 1TB,2,10,pcs,Silver,,1TB,1971,19191600,21510000,11,Active,True
666,PRD000666,Uniqlo Oxford Shirt Gold,11,41,pcs,Gold,XS,,136,526900,842200,11,Active,True
667,PRD000667,Puma RS-X White,14,49,pcs,White,S,,1261,3353000,4069500,11,Active,True
668,PRD000668,Whiskas Kitten Ocean Fish,19,60,pcs,,,,4002,383500,496600,11,Active,True
669,PRD000669,Entrasol Active,9,33,bottle,,,,206,239100,296200,11,Active,True
670,PRD000670,Panasonic Air Conditioner XPU Pink,1,4,pcs,Pink,,,4042,2348300,2904600,11,Discontinued,False
671,PRD000671,Nestle Milo,8,31,bottle,,,,1420,35400,42400,11,Active,True
672,PRD000672,LocknLock Water Bottle,6,24,pcs,,,,2524,513800,724900,11,Active,True
673,PRD000673,Zara Leather Jacket Black,12,42,pcs,Black,XS,,164,1838200,2867900,11,Active,True
674,PRD000674,Yamaha P-145,22,68,pcs,,,,7022,79100,100200,11,Active,True
675,PRD000675,Indofood Indomie Soto,7,26,kg,,,,470,65400,76200,0,Active,True
676,PRD000676,Samsung Galaxy Watch7 Gray,1,1,pcs,Gray,,,2003,5073900,6352600,11,Active,True
677,PRD000677,Cussons Baby Baby Lotion,20,64,pack,,,,2999,924100,1109800,11,Active,True
678,PRD000678,Baseus USB-C Hub Green,23,72,pcs,Green,,,340,1747100,2447700,11,Active,True
679,PRD000679,LocknLock Water Bottle,6,24,set,,,,1487,81100,103500,11,Active,True
680,PRD000680,Adidas Duramo Gray,11,40,pcs,Gray,XL,,692,1099700,1543300,11,Active,True
681,PRD000681,Consina Carrier 60L Red,15,51,pcs,Red,30L,,3247,3033200,4046300,11,Active,True
682,PRD000682,Olympic TV Cabinet Green,5,22,pcs,Green,Large,,58697,4724000,6375400,11,Active,True
683,PRD000683,Wardah Lightening Serum,10,35,bottle,,,,364,338800,464800,11,Discontinued,False
684,PRD000684,Midea Microwave Oven,4,18,pcs,,,,14872,3210800,3833300,11,Active,True
685,PRD000685,Shell Advance AX7,18,58,pcs,,,,5041,225400,278100,11,Active,True
686,PRD000686,Logitech MX Master 3 White 1TB,21,66,pcs,White,,1TB,1533,347200,418600,11,Active,True
687,PRD000687,Uniqlo Oxford Shirt Gray,11,41,pcs,Gray,XXL,,142,910000,1283000,11,Active,True
688,PRD000688,Whiskas Wet Food,19,60,kg,,,,963,258600,316800,11,Active,True
689,PRD000689,MamyPoko Pants Standard,20,63,pack,,,,2565,501600,668600,11,Active,True
690,PRD000690,Deli Stapler,24,75,pcs,,,,2042,282600,396300,11,Active,True
691,PRD000691,Sharp Aquos TV Gray,1,5,pcs,Gray,,,4566,4450200,5766600,11,Active,True
692,PRD000692,Wardah Perfect Bright,10,35,bottle,,,,371,111100,156700,11,Active,True
693,PRD000693,Olympic Shoe Rack Gold,5,22,pcs,Gold,Large,,25592,1379500,1690800,11,Active,True
694,PRD000694,Castrol Power1,18,59,pcs,,,,6326,2841100,3687900,11,Active,True
695,PRD000695,Gramedia Dictionary,16,53,pcs,,,,331,69400,85100,0,Active,True
696,PRD000696,Shell Helix HX7,18,58,pcs,,,,2827,3327500,4317800,11,Active,True
697,PRD000697,IKEA LACK Table Purple,5,20,pcs,Purple,Small,,57962,5537600,6770500,11,Active,True
698,PRD000698,The North Face Summit Jacket Blue,15,52,pcs,Blue,50L,,5584,1304500,1664300,11,Active,True
699,PRD000699,Baseus GaN Charger Green,23,72,pcs,Green,,,683,2104400,2802400,11,Active,True
700,PRD000700,GarudaFood Pilus,7,28,box,,,,122,11100,13000,0,Active,True
701,PRD000701,Pampers Pants,20,62,pack,,,,2122,1217500,1695700,11,Active,True
702,PRD000702,Make Over Eyeliner,10,36,pcs,,,,374,137700,195300,11,Active,True
703,PRD000703,Razer DeathAdder Pink 128GB,21,65,pcs,Pink,,128GB,3083,3574600,4215000,11,Active,True
704,PRD000704,Deli Calculator,24,75,pcs,,,,1170,193100,251200,11,Active,True
705,PRD000705,Royal Canin Persian,19,61,pcs,,,,1455,716200,860000,11,Active,True
706,PRD000706,Electrolux Front Load Washer,4,17,pcs,,,,2227,2453700,2928000,11,Active,True
707,PRD000707,Lenovo IdeaPad Slim 5 Black 1TB,2,8,pcs,Black,,1TB,1936,9010900,10126000,11,Active,True
708,PRD000708,Carter's Baby Set Silver,13,45,pcs,Silver,XS,,414,375900,523900,11,Active,True
709,PRD000709,Eiger Daypack Red,15,50,pcs,Red,20L,,1844,1055400,1439700,11,Active,True
710,PRD000710,Electrolux Refrigerator Ultimate,4,17,pcs,,,,9994,3765400,4577100,11,Active,True
711,PRD000711,Razer Kraken Black 512GB,21,65,pcs,Black,,512GB,3604,7479600,9657000,11,Active,True
712,PRD000712,LEGO City,25,76,pcs,,,,4560,561200,768600,11,Active,True
713,PRD000713,Make Over Eyeliner,10,36,bottle,,,,239,484500,726300,11,Active,True
714,PRD000714,Roland GO Keys,22,69,pcs,,,,4161,5931900,7486900,11,Active,True
715,PRD000715,Blackmores Vitamin C,9,32,box,,,,387,50300,63600,11,Active,True
716,PRD000716,Olympic TV Cabinet White,5,22,pcs,White,Medium,,9388,3992900,5217400,11,Active,True
717,PRD000717,Hasbro Nerf Elite,25,78,pcs,,,,1388,237400,346100,11,Active,True
718,PRD000718,Mattel Hot Wheels,25,77,box,,,,1909,326500,455000,11,Active,True
719,PRD000719,Sony Bravia X90L Purple,1,3,pcs,Purple,,,845,7319500,9424400,11,Discontinued,False
720,PRD000720,Erlangga English Book,16,54,pcs,,,,1040,85700,109500,0,Active,True
721,PRD000721,Midea Air Conditioner,4,18,pcs,,,,13087,5340800,6222600,11,Active,True
722,PRD000722,Zara Midi Dress Green,12,42,pcs,Green,M,,671,123000,176300,11,Active,True
723,PRD000723,Samsung Galaxy A36 Gray 128GB,3,12,pcs,Gray,,128GB,169,4985600,5603000,11,Active,True
724,PRD000724,Informa Wardrobe Silver,5,21,pcs,Silver,Large,,36678,4077600,5188000,11,Active,True
725,PRD000725,Eiger Carrier 45L Silver,15,50,pcs,Silver,30L,,5125,1198900,1578900,11,Active,True
726,PRD000726,LG NeoChef Microwave Pink,1,2,pcs,Pink,,,2570,2414800,3100900,11,Active,True
727,PRD000727,Consina Sleeping Bag Gray,15,51,pcs,Gray,30L,,4018,1791300,2346000,11,Active,True
728,PRD000728,Yamaha PSR-E373,22,68,pcs,,,,8590,494500,585400,11,Active,True
729,PRD000729,Logitech G102 Pink 1TB,21,66,pcs,Pink,,1TB,2043,60600,76500,11,Active,True
730,PRD000730,Gramedia Novel,16,53,pcs,,,,1193,102500,125600,0,Active,True
731,PRD000731,Mayora Roma Biscuit,7,27,pack,,,,366,54700,63800,0,Active,True
732,PRD000732,GarudaFood Gery,7,28,pcs,,,,291,37000,43200,0,Active,True
733,PRD000733,Mattel Hot Wheels,25,77,pcs,,,,3747,137500,195600,11,Active,True
734,PRD000734,Consina Carrier 60L Pink,15,51,pcs,Pink,30L,,5463,703200,1017200,11,Active,True
735,PRD000735,Faber Castell Marker,17,55,pcs,,,,76,70700,90700,11,Active,True
736,PRD000736,Erlangga Science Book,16,54,pcs,,,,638,114100,151300,0,Active,True
737,PRD000737,Kalbe Hydro Coco,9,34,box,,,,242,142300,171700,11,Active,True
738,PRD000738,Samsung Galaxy S25 Ultra Blue,1,1,pcs,Blue,,,4823,7271800,8587300,11,Discontinued,False
739,PRD000739,Adidas Duramo White,14,48,pcs,White,L,,940,2075400,2555700,11,Active,True
740,PRD000740,Erlangga English Book,16,54,pcs,,,,395,36200,44300,0,Active,True
741,PRD000741,The North Face Base Camp Duffel Green,15,52,pcs,Green,30L,,3920,3095400,3910800,11,Active,True
742,PRD000742,Puma Suede Classic Blue,14,49,pcs,Blue,XL,,1101,2754800,3445000,11,Active,True
743,PRD000743,Acer Predator Helios Black 128GB,2,10,pcs,Black,,128GB,2303,20501000,23124700,11,Active,True
744,PRD000744,LEGO Classic,25,76,box,,,,1845,954900,1323600,11,Active,True
745,PRD000745,Mattel Hot Wheels,25,77,box,,,,1334,927000,1414500,11,Active,True
746,PRD000746,Eiger Adventure Jacket Blue,15,50,pcs,Blue,30L,,5574,3234900,4128400,11,Discontinued,False
747,PRD000747,Emina Lip Tint,10,37,bottle,,,,439,422300,665400,11,Active,True
748,PRD000748,Casio WK-6600,22,70,pcs,,,,5794,4084200,5137500,11,Active,True
749,PRD000749,Kalbe Promag,9,34,bottle,,,,229,245600,301800,11,Active,True
750,PRD000750,H&M Basic Hoodie Purple,12,43,pcs,Purple,L,,747,703000,1086800,11,Active,True
751,PRD000751,Logitech G Pro X Blue 256GB,21,66,pcs,Blue,,256GB,2617,910900,1164600,11,Discontinued,False
752,PRD000752,Nestle Nescafe,8,31,bottle,,,,1773,11400,13400,11,Active,True
753,PRD000753,Carter's Baby Romper Silver,13,45,pcs,Silver,M,,350,646800,910600,11,Active,True
754,PRD000754,TCL Washing Machine,4,19,pcs,,,,10735,2955700,3678600,11,Active,True
755,PRD000755,Apple AirPods Pro White 512GB,3,11,pcs,White,,512GB,211,11882400,13689500,11,Active,True
756,PRD000756,Indofood Pop Mie,7,26,box,,,,696,10400,12000,0,Active,True
757,PRD000757,Nike Court Vision Black,11,39,pcs,Black,XXL,,680,1910100,2996000,11,Active,True
758,PRD000758,Razer Kraken Blue 256GB,21,65,pcs,Blue,,256GB,2792,5240500,6331300,11,Active,True
759,PRD000759,Royal Canin Mini Adult,19,61,pcs,,,,4266,73700,93800,11,Active,True
760,PRD000760,Bantex Binder,24,74,pcs,,,,1773,225900,314900,11,Active,True
761,PRD000761,Adidas Superstar Silver,14,48,pcs,Silver,M,,1586,1015600,1290900,11,Active,True
762,PRD000762,MamyPoko Royal Soft,20,63,pack,,,,2658,29300,36200,11,Active,True
763,PRD000763,HP LaserJet Pro Green 1TB,2,7,pcs,Green,,1TB,1762,9452100,10523400,11,Active,True
764,PRD000764,Mothercare Baby Shoes Black,13,46,pcs,Black,M,,124,153200,207700,11,Active,True
765,PRD000765,Carter's Baby Pajamas Purple,13,45,pcs,Purple,XXL,,459,1110600,1478200,11,Active,True
766,PRD000766,Nike Mercurial Blue,14,47,pcs,Blue,L,,889,2933900,3919100,11,Active,True
767,PRD000767,Cussons Baby Baby Oil,20,64,pack,,,,513,234900,312900,11,Active,True
768,PRD000768,Carter's Baby Romper Red,13,45,pcs,Red,M,,423,36400,49400,11,Active,True
769,PRD000769,Xiaomi Xiaomi 15 Red 256GB,3,13,pcs,Red,,256GB,236,10881200,12150800,11,Active,True
770,PRD000770,Joyko Notebook,17,56,pcs,,,,104,32300,44000,11,Active,True
771,PRD000771,Olympic Shoe Rack Purple,5,22,pcs,Purple,Small,,13578,486400,633300,11,Active,True
772,PRD000772,Mattel Hot Wheels,25,77,box,,,,4081,621800,939900,11,Active,True
773,PRD000773,Adidas Superstar Purple,14,48,pcs,Purple,L,,2661,1252300,1563000,11,Active,True
774,PRD000774,Bantex Binder,24,74,pcs,,,,603,271100,372800,11,Active,True
775,PRD000775,Casio WK-6600,22,70,pcs,,,,5726,6553000,8039600,11,Active,True
776,PRD000776,Uniqlo AIRism T-Shirt Green,12,44,pcs,Green,XL,,126,1485100,2299300,11,Active,True
777,PRD000777,Royal Canin Indoor,19,61,kg,,,,4198,659800,885000,11,Active,True
778,PRD000778,H&M Cotton Shirt Purple,12,43,pcs,Purple,XXL,,342,1060000,1617100,11,Active,True
779,PRD000779,Anker Nano Charger Purple,23,71,pcs,Purple,,,431,118500,168100,11,Active,True
780,PRD000780,GarudaFood Gery,7,28,box,,,,984,77100,87200,0,Active,True
781,PRD000781,Razer DeathAdder Green 256GB,21,65,pcs,Green,,256GB,3407,9821200,11671200,11,Active,True
782,PRD000782,Entrasol Platinum,9,33,bottle,,,,487,235800,317200,11,Active,True
783,PRD000783,Kalbe Fatigon,9,34,bottle,,,,227,262000,337600,11,Active,True
784,PRD000784,Cussons Baby Baby Lotion,20,64,pcs,,,,211,297400,414800,11,Active,True
785,PRD000785,Samsung Galaxy S25 Gray 512GB,3,12,pcs,Gray,,512GB,262,1837900,2025900,11,Active,True
786,PRD000786,Deli Paper Cutter,24,75,pcs,,,,2996,304700,385300,11,Active,True
787,PRD000787,Wardah Lightening Serum,10,35,bottle,,,,292,106300,157300,11,Active,True
788,PRD000788,LG NeoChef Microwave Green,1,2,pcs,Green,,,4024,3319500,4165400,11,Active,True
789,PRD000789,Make Over Powerstay Foundation,10,36,bottle,,,,151,104100,164200,11,Active,True
790,PRD000790,UGREEN USB Hub White,23,73,pcs,White,,,516,1725400,2478500,11,Active,True
791,PRD000791,Uniqlo Oxford Shirt Blue,12,44,pcs,Blue,M,,455,1263200,1941700,11,Active,True
792,PRD000792,Pampers Pants,20,62,pack,,,,2817,159200,206900,11,Active,True
793,PRD000793,Yamaha F310,22,68,pcs,,,,9823,4514700,5841600,11,Active,True
794,PRD000794,Whiskas Kitten Ocean Fish,19,60,pcs,,,,3520,160600,215000,11,Active,True
795,PRD000795,Uniqlo Oxford Shirt Black,12,44,pcs,Black,L,,587,1431100,2093500,11,Active,True
796,PRD000796,Nike Mercurial Gold,14,47,pcs,Gold,XL,,2096,1876400,2502900,11,Active,True
797,PRD000797,Castrol Magnatec,18,59,pcs,,,,935,1361300,1709600,11,Active,True
798,PRD000798,Faber Castell Marker,17,55,pcs,,,,180,49400,67700,11,Active,True
799,PRD000799,Bantex Document Tray,24,74,pcs,,,,3486,363200,474700,11,Active,True
800,PRD000800,SteelSeries Arctis Nova Pink 128GB,21,67,pcs,Pink,,128GB,693,9560800,12237800,11,Active,True
801,PRD000801,Logitech G Pro X Red 512GB,21,66,pcs,Red,,512GB,3354,4105400,5111400,11,Discontinued,False
802,PRD000802,Royal Canin Indoor,19,61,pack,,,,2993,166900,211100,11,Active,True
803,PRD000803,Adidas Stan Smith Silver,14,48,pcs,Silver,L,,1421,2528600,3151200,11,Active,True
804,PRD000804,LEGO City,25,76,box,,,,2816,548400,794400,11,Active,True
805,PRD000805,Pampers Pants,20,62,pcs,,,,2654,369600,490900,11,Discontinued,False
806,PRD000806,Erlangga Math Book,16,54,pcs,,,,522,130700,167200,0,Active,True
807,PRD000807,Anker Nano Charger Green,23,71,pcs,Green,,,87,447400,638300,11,Active,True
808,PRD000808,Emina Sun Protection,10,37,pcs,,,,445,153800,236400,11,Active,True
809,PRD000809,Faber Castell Marker,17,55,pcs,,,,175,8000,11000,11,Active,True
810,PRD000810,Nestle Nescafe,8,31,box,,,,1967,11700,14400,11,Active,True
811,PRD000811,Olympic Shoe Rack Gold,5,22,pcs,Gold,Small,,52628,1959400,2427600,11,Active,True
812,PRD000812,Mattel Thomas & Friends,25,77,box,,,,2559,950200,1298400,11,Active,True
813,PRD000813,GarudaFood Kacang Garuda,7,28,pack,,,,954,13300,15300,0,Active,True
814,PRD000814,Nestle Nescafe,8,31,bottle,,,,878,20000,24100,11,Active,True
815,PRD000815,Razer DeathAdder Pink 512GB,21,65,pcs,Pink,,512GB,662,8491500,9962100,11,Active,True
816,PRD000816,Pepsi 7UP,8,30,pack,,,,340,32000,39200,11,Active,True
817,PRD000817,Anker Soundcore R50i Black,23,71,pcs,Black,,,802,1926000,2827700,11,Discontinued,False
818,PRD000818,Adidas Superstar Green,11,40,pcs,Green,XS,,721,1787900,2418500,11,Active,True
819,PRD000819,Electrolux Refrigerator Ultimate,4,17,pcs,,,,2557,2399800,2901100,11,Active,True
820,PRD000820,Philips Air Fryer XL,4,16,pcs,,,,2306,1600400,1937300,11,Active,True
821,PRD000821,Nike Court Vision Blue,11,39,pcs,Blue,L,,865,893800,1291900,11,Active,True
822,PRD000822,Hasbro Transformers,25,78,box,,,,4926,1091900,1557000,11,Active,True
823,PRD000823,Deli Stapler,24,75,pcs,,,,1843,216900,292400,11,Active,True
824,PRD000824,L'Oreal Revitalift,10,38,pcs,,,,437,277100,441800,11,Active,True
825,PRD000825,Panasonic Air Conditioner XPU Purple,1,4,pcs,Purple,,,2208,2774900,3209800,11,Active,True
826,PRD000826,Joyko Notebook,17,56,box,,,,252,39300,51300,11,Active,True
827,PRD000827,GarudaFood Kacang Garuda,7,28,pcs,,,,585,64400,72700,0,Active,True
828,PRD000828,Mothercare Baby Blanket Pink,13,46,pcs,Pink,XXL,,485,576600,861600,11,Active,True
829,PRD000829,Erlangga English Book,16,54,pcs,,,,1431,144800,192900,0,Active,True
830,PRD000830,Emina Bright Stuff,10,37,pcs,,,,446,78600,104300,11,Active,True
831,PRD000831,Hasbro Play-Doh,25,78,box,,,,1128,1165200,1728700,11,Active,True
832,PRD000832,LG DualCool AC Purple,1,2,pcs,Purple,,,4938,5592500,6824100,11,Active,True
833,PRD000833,Tupperware Lunch Box,6,23,set,,,,930,68500,98500,11,Discontinued,False
